ID,Engagement Type,Company Name,Solution Engineer,Created,Core Platform,Challenge / Pain,TechWin Requirements,Integrations,DocAutomation,Mobile,In Person or Remote,With Partner?,RPA,Seller,Is Professional Services
940,Discovery & Qualification Assistance,Dexus,Barry Cairns,44886.76622,"Automation Cloud
",,,,,,Remote,FALSE,,Michael Demianyk,
939,Discovery & Qualification Assistance,Shape,Chris Ben,44886.64975,"DocGen for Salesforce
Automation Cloud
",,,,,,Remote,FALSE,,Jesse Fallowfield,
938,Discovery & Qualification Assistance,DPIE,Chris Ben,44886.6126,"DocGen for Salesforce
",,,,,,Remote,FALSE,,Alex Wilson,
937,Demo Request,North Sydney Council,Chris Ellis,44886.07539,"Automation Cloud
Process Manager
","Customer has used Process Manager in a past life, they are currently evaluating Process Street and Flowingly.

•	Ryan (Integration/Automation Developer), Michael Macfarlane (IT Mgr) and Tina(BA) are currently reviewing processes at North Sydney Council 

•	Currently reviewing soluti
ons that will allow both process management and mapping as well as workflow automation 
•	Review is currently underway without any specific project but with a focus on: 

o	Improving the overall process capturing that is currently being used today (visio, word doc, etc) 
o	Single-sign on requirement for the solution 
o	Standardising the overall format of processes in the business for two ultimate reasons;
	Empowering end users to document their own processes 
	Improve upon these processes either through continuous improvement and/or automating the more manual tasks that have been identified 

•	Previously used Promapp at Randwick Council but with more of a focus on the end user interface rather than the creation/management of processes behind the scenes 
•	Timeline currently is set for calendar year and ideally will sign off before 2023 arrives 
•	Initial pricing is around $50,000-60,000 AUD per year (excluding onboarding costs) for Promapp(Process mapping/management) 
•	We would need to dive deeper for the exact costs regarding workflow automation beyond the above but more than happy to walk through this with you when it suits

Next steps: 
•	Introduction to the wider team for a demonstration on the 22nd November, 9:30am 
o	Both Dean and Thomas Kholenbach(Presaes Promapp Engineer) are in town for a face/face meeting 
o	Presentation/demo of the overall solution with a focus on process management and workflow automation 
•	Possible stakeholder group for a POC could be Finance or HR 
•	Review commercial framework and technical documents (ICT, T&C's) etc and understand if this is the right fit for North Sydney Council
•	Other Local Councils have used the ""unique vendor"" approach when procuring our services and we can help with an introduction",Email TBC,SharePoint,FALSE,FALSE,In Person,FALSE,FALSE,Sarah Mainprize,FALSE
936,Demo Request,Engenco,Thomas Kohlenbach,44882.92672,"Process Manager
","Customer has been to a few Promapp Workshops already, she's bringing her colleague along to see a generic demo before securing final budget approval",,,FALSE,FALSE,Remote,FALSE,FALSE,Rabih Khatib,FALSE
935,Demo Request,One,Chris Ellis,44881.94763,"Process Manager
",Jason Willison is actin CIO for Aeris mining company he would like to see a short demo of Process manager and then most likely see a demo of NWC. he is the founder of One Technology who is handling all of Aeris's IT stack.,,,TRUE,TRUE,Remote,FALSE,FALSE,Jason Gonce,FALSE
934,Demo Request,GHL Systems Berhad (Malaysia),Chris Ben,44880.97006,"Automation On-Prem
",Current Merchant onboarding is in manual manner with paper forms and staff to key in data to system. Unable to integrate with various internal systems,"This is a RFP on eKYC BPMS which provide an end-to-end Digital Merchant On-Boarding Platform that allows easy to build solutions coupled with the flexibility to continuously make changes and improvement via web-apps and mobile apps. The partner propose K2 as the platform to easily make changes on processes.

A walkthrough of K2 and the capabilities of SmartObject to integrate with various application",,TRUE,TRUE,Remote,TRUE,FALSE,Evelyn Wah,FALSE
933,Discovery & Qualification Assistance,Infoconnect Malaysia,Ranjit Ramachandran,44880.9566,"RPA
Process Manager
Process Discovery
",,,,,,Remote,FALSE,,Evelyn Wah,
932,Demo Request,Multiplex,Barry Cairns,44879.76024,"Automation Cloud
","2)	Can we setup a demo so we can see;
a.	How to connect to external data sources (using K2)
b.	How to create a gallery in K2 – Is this out of the box or require development?
c.	How to create a page in K2 – Does this require IT or can it be done by the business?","We are working with Professional Services on this deal, we are nearly across the line, customer just wants a demo of his points above.",,FALSE,FALSE,Remote,FALSE,FALSE,Rabih Khatib,FALSE
931,Discovery & Qualification Assistance,DBS,Ranjit Ramachandran,44879.05802,"Automation On-Prem
",,,,,,Remote,FALSE,,Evelyn Wah,
930,Discovery & Qualification Assistance,ABeam Consulting (S) Pte Ltd,Ranjit Ramachandran,44879.05725,"RPA
Automation On-Prem
Automation Cloud
Process Manager
",,,,,,In Person,FALSE,,Evelyn Wah,
929,Demo Request,Sutherland Shire Council,Chris Ben,44878.89625,"RPA
Automation Cloud
Process Manager
","they have a large transfromation project for Techone/one gov happening over the next 4 years. however they have some immediate challenges - process mapping and management and also certain process that can be autoamted. 

both onboarding and offboarding - specifically the processes after contracts are signed - hardware allocation, door pass, vehicles, training and induction notification etc. the ability to have rules based on roles whcih then start the right workflow - permissions, hardware etc.

a big thing is triggering autoamtion based on a role not an individual - and working wiht a source of truth which is in SCOUT there HR system.

they have tried some things with power automate too so this is a compete. 


for off boarding its around a central process to ensure all devices, hardware and cristical processes get completed before the last pay. there is now consistent way right now and this is a know HR challenge

purpose of this is to show how powerful both Promapp and Automation cloud are working together for rapid process automation

Time and date not confirmed i will book in based on who get allocated - working to end of next week 24th o 25th of NOV","they have a HR platfomr called SCOUT - this is where the contract creation and approvals happen - so NIntex would take over at this stage - or potentially take over the entire process.

Could be RPA too - but i think we need to educate them on process management and taking the right autaomtion approach.",MSFT AD,TRUE,TRUE,Remote,FALSE,FALSE,Jesse Fallowfield,FALSE
928,Demo Request,Banyule City Council,Thomas Kohlenbach,44878.60432,"Process Manager
","Request for quote from council, looking for a business wide process mapping tool in which they can engage the council to build a continuous improvement model and framework",Overview of Promapp,Not specified in tender doc,FALSE,FALSE,,FALSE,FALSE,Raffaele Malvaso,FALSE
927,Demo Request,SMRT Corporation,Ranjit Ramachandran,44875.82326,"Automation Cloud
","The customer is interested to Nintex workflow cloud and wanted to consolidate two Nintex on premise to NWC. One of the challenges is the customer wants to make sure NWC can run 10,000 employee records.","NWC can run 10,000 employee record",,FALSE,FALSE,Remote,FALSE,FALSE,Eddy Lee,FALSE
926,Demo Request,City of Monash,Barry Cairns,44875.74282,"Automation Cloud
",Looking for a workflow tool to build 80-100 forms and workflows,Build out workflow for a leave request highlighting functionality - Please note this has been complete just putting it in as WF was done last week,,TRUE,FALSE,,FALSE,FALSE,Raffaele Malvaso,FALSE
925,Demo Request,Dev Vic,Barry Cairns,44875.62543,"Automation Cloud
","As discussed we have now identified a process for a proof of concept.  

Attached is a workflow of the New Supplier Onboarding process, the supplier form and screen shots of the digital form used internally.

A summary of the steps for a new supplier is as follows:
1.	DV staff member emails form (ref F06.2a - Supplier Masterfile Data Form - New Supplier.pdf to the supplier)
2.	Supplier completes form and emails to DV staff
3.	DV staff initiates an internal digital form (ref K06.1 Supplier Creation or Update Request - Digital Form.png) checks for completeness, accuracy and authorisation and submits. 
Despite initiator ticking the box for having checked details for accuracy, details like entity name are not always correct and the form is returned to be sent to the supplier.

Note:  Workflow logic is built into the form that then routes the digital form to various staff/groups responsible for validating, setting up, approving and activating the supplier in our finance system, TechnologyOne.

4.	Various members from our internal Finance and Audit Control team members will create the supplier record, validate via ABN/ASIC/Google search checks and perform a verbal confirmation with the supplier of details.  Approval in the digital form moves it to the next step in the process.
5.	Checks and approval by the Group Head
6.	Final check, approval and supplier activation by the Financial Accountant Supplier the finance system

The reason the pdf form is emailed to the supplier is because our digital form is within our Microsoft 365 tenancy and we don’t allow any guest access.

Can you please complete the proof of concept for demonstration by the 30th November 2022.",see above in customer challenge pain,,TRUE,FALSE,Remote,FALSE,TRUE,Michael Demianyk,FALSE
924,Demo Request,Tahbilk Group,Thomas Kohlenbach,44874.80338,"Process Manager
","Have a lot of manual administrative processes, Invoice management, order processing, email and paper based with a lot manual input into ERP system EZ Wine. Understand that they shouldnt just throw tech at it first but need to understand the processes first and identify what is the best way to improve this. Heavily influenced by CFO SitDown talk so are well versed in the idea of mapping and understanding processes before automating.
200 employees with divisions for admin, retail, production, vineyard. They want to start off in admin but keen to see how Promapp is used in manufacturing and in the vineyards (Villa Maria case study mentioned and shared).
They plan to upgrade ERP to EX Pro in June/July. 

Main contact is Michelle who is CFO","General overview of Promapp, why process is important
How to document a process (short on skilled resourcing so this will resonate a lot)
Mapping processes for a systems upgrade
Mapping current state future state to identify how best to improve/automate, particularly with Invoice management/order processing processes
Best practices on sharing process info - minimodes, mobile app

Bonus topic - how villa maria have used Promapp to provide process information to employees in vineyard/factory",,FALSE,FALSE,,FALSE,FALSE,Rufus OBrien,FALSE
923,Discovery & Qualification Assistance,NBNco,Thomas Kohlenbach,44874.71238,"Process Discovery
",,,,,,Remote,FALSE,,Michael Demianyk,
922,Discovery & Qualification Assistance,Banyan Tree Hotels & Resorts Pte Ltd,Ranjit Ramachandran,44873.77912,"Automation Cloud
",,,,,,Remote,FALSE,,Eddy Lee,
921,Discovery & Qualification Assistance,Todd Jukes,Chris Ben,44872.85748,"Automation Cloud
",,,,,,Remote,FALSE,,Jason Gonce,
920,Discovery & Qualification Assistance,NZDF,Chris Ben,44872.85611,"Automation On-Prem
",,,,,,Remote,FALSE,,Sam Williams,
919,Discovery & Qualification Assistance,Abbott,Ranjit Ramachandran,44871.78497,"Automation Cloud
Process Discovery
",,,,,,Remote,FALSE,,Evelyn Wah,
918,Discovery & Qualification Assistance,Affin Bank,Ranjit Ramachandran,44871.78363,"Automation On-Prem
Automation Cloud
",,,,,,Remote,FALSE,,Evelyn Wah,
917,Demo Request,Regional Australia Bank,Chris Ellis,44867.79052,"RPA
Process Discovery
","Two key components of wanting to understand further around where Kryon can play a part in their business was 

Process Discovery/ Intelligence - Currently RAB are looking to do more with Promapp and have engaged CSM to assist them. During a recent call with Jamie G. Wannes and Troy can see a lot of value in where Process Discovery can play a part in helping them show more value to the business by uncovering processes within different teams that aren't necessarily heavily involved with Promapp. They also see a lot of value in using PD to streamline existing processes within their teams.


RPA - Guided Bots
Staff don't always know where to go to find things or complete certain tasks which ends up taking time and involving other people to help them out.","1. Ease of use
2. Simplicity of guiding staff through process or direct them where to go to find certain information.
3. Back end ability to replace human error and repetitiveness through bots for data entry tasks.",Not that i am aware of at this point.,FALSE,FALSE,Remote,FALSE,TRUE,Alex Jones,FALSE
916,Demo Request,Whyalla City Council,Chris Ben,44867.73363,"DocGen for Salesforce
Automation Cloud
Process Manager
","Have an ERP rollout that will incorporate leveraging Promapp and Nintex Automation Cloud. They require a system that can do workflow automation alongside the ERP and a process mapping tool to assist with understanding business processes across HR, Customer service and Civil","Employee on boarding full Promapp to Nintex. They also have a current implementation of customer requests to do civil works that is on Mobile https://www.lga.sa.gov.au/about/what-we-do/websolutions/my-local-services-app. Looking to replicate something there also as it isn't a great solution.

They have determined that Altus will probably be the CRM, so need to show ways we can connect through xtensions framework. https://www.itvision.com.au/altus/altus-customer-experience. This connects in with Salesforce as a conduit between council and Salesforce.

they are currently consulting with KAW Consulting.","Salesforce, O365, ALTUS",TRUE,TRUE,Remote,FALSE,FALSE,Alex Wilson,FALSE
915,Discovery & Qualification Assistance,Borneo Motors Singapore,Ranjit Ramachandran,44867.07271,"Process Manager
",,,,,,Remote,FALSE,,Eddy Lee,
914,Demo Request,Insight,Barry Cairns,44866.74138,"Automation Cloud
Process Manager
",,Employee onboarding demo to showcase full Nintex platform,,FALSE,FALSE,Remote,TRUE,FALSE,Amy Degnan,FALSE
913,Demo Request,Network Waitaki,Barry Cairns,44866.57064,"Automation Cloud
","The customer has various initiatives underway and are currently have a RFI in market for a case management system. The current front runner is Business Central and the Sales Enterprise module. They are expecting strong growth and don't want to fall behind other orgs. 

""With the various initiatives we have underway I think it is important we understand what a right size, free standing (i.e. not tied into a specific one of our key systems), work flow solution looks like. This shouldn’t take the full hour.

Btw Nintex workflow tools are already used by a number of EDB’s, although most are using the older and more complex on-prem solutions.""","Nintex needs to be shown as a simple to use, scalable workflow tool that can connect to any number of systems for the purpose of connecting those systems via the transfer of data. Internal and external facing forms are of interest.","Business Central - Sales enterprise
Quantate
ARC GIS",TRUE,TRUE,Remote,FALSE,FALSE,Sam Williams,FALSE
912,Discovery & Qualification Assistance,Toshiba TEC,Ranjit Ramachandran,44865.77296,"RPA
Automation Cloud
Process Discovery
",,,,,,Remote,FALSE,,Evelyn Wah,
911,Discovery & Qualification Assistance,Hengyuan Refining Company Berhad,Ranjit Ramachandran,44865.77188,"Automation Cloud
",,,,,,Remote,FALSE,,Evelyn Wah,
910,Demo Request,Toyota NZ,Thomas Kohlenbach,44865.58669,"Process Manager
",Toyota NZ have slipped under the radar and have been renewing a 1000 Emp license at $10K per annum. Renewal due end of April 2023 and need to demo to key stakeholders and show all the up to date capabilities. have over 3000 processes in the platform and 341 users in Telemetry. Set up meeting to start these conversations early.,We must justify through showing value in the up-to-date capabilities of platform and make sure they understand the enterprise nature of the tool since Nintex acquired. This make take a while. Did BPM Assessment recently and they are using the platform very well.,,FALSE,FALSE,,FALSE,FALSE,John Forsdick,FALSE
909,Demo Request,2 degrees,Chris Ben,44861.96751,"Automation Cloud
","NUP MIgration opp - Faizal has seen demo of NWC in the past, however, new management has come in and the person that I initially pitched NUP deal to orgiginally 2 months ago to has also left. Faizal has sent 3 processes they automate at th moment, and would like to see a demo of these in NWC. I think we can pick one of the following, though the one that uses the most of our tools. Please see below;

1)Maas Hardware Orders

Systems Used – Excel, Outlook

•	Read outlook email to check if we received a Rollout Form(which is an excel)
•	If received, then place the rollout form in the file folder.
•	Then validate the excel sheet if there are any duplicates, any missing information in the columns.
•	Then the BOT needs to create various order forms(which is excel again) using a order template(excel) and the Rollout form(form) by using the filtering on couple of couples.
•	Once created, we have to send these individual order forms to a team for them to approve or reject
•	If they approve, they send back the Dispatch notification to the robot mailbox
•	The bot which runs every 30mins check if there are any dispatch notifications and then grabs few details from the attachment and add back to the Rolloutform.
•	And then forward the dispatch notification to individual emails  
•	And at the end of process if then again looks if there anymore particular column which are empty, it checks if the activation date has been breached,  if breached it sends an email notification

2)Siebel Number Transfer 

Systems Involved – Siebel UI(CRM), Outlook, API

This process is a number transfer process from postpay to postpay or prepay to postpay in our Siebel CRM system, all the actions are mostly done via using CRM UI, apis and executes query from the Siebel DB.
Some high level steps,

•	Validates if the msisdn and account are under the same for example calling a DB query 
•	Disconnects the connection on the Siebel UI
•	Creates an post2pre order on the Siebel UI
•	Supresses notification using and api
•	Sends an email notification

3)BAT

Systems Used – WINSCP, ZIP file, Run macros, Excel, Outlook, Zafira UI


•	Downloads the sample accounts list from WINSCP and then runs a process on a Zafira tool which send an email to the robot mailbox
•	Extracts the report ID and downloads the list of csvs and pdfs from the WINSCP desktop application.
•	Unzips the folder
•	Executes the macro
•	Send the list of successful, failed list to the finance team","That migrating (which they seem happy to have done by us) will not lose any of their current capability, and in fact enhance what they are doing.",Included in Description above,TRUE,TRUE,Remote,FALSE,TRUE,John Forsdick,FALSE
908,Demo Request,Bass Coast Shire Council,Thomas Kohlenbach,44861.70792,"Process Manager
","-	Currently there is no formal and standardised approach to capturing processes, with many processes being held in various formats, resulting in a lack of engagement across this business critical information.
-	The TechOne implementation has been “rocky” – this could have been mitigated against by having effective process management in place. This is something which is now being considered with more vigour. 
-	The GM Transformation is ex Casey (a big Promapp user) – potential exec sponsor could be beneficial to this evaluation. 
-	With the large amounts of project underway (website etc etc etc) Bass Coast faces a higher risk of disruption to core processes, and processes will need to be adaptable as they are bedded in.","Demonstration of Process Manager, focusing on create, change, update, folder structure etc",SharePoint,FALSE,FALSE,Remote,FALSE,FALSE,Raffaele Malvaso,FALSE
907,Discovery & Qualification Assistance,ARUP,Chris Ellis,44861.67755,"RPA
",,,,,,Remote,FALSE,,Michael Demianyk,
906,Demo Request,Yahua,Barry Cairns,44860.93046,"Automation Cloud
","Request from the business for the team to create contract management process through NAC. 
Price point for Adobe sign limiting factor
looking at implementing assure sign as an alternative","Technical functionality to achieve outcome for customer
utilising assuresign to handle multiple signatures in envelope","main focus is Assure sign, benefit to show in workflow as well for document storage and management",TRUE,FALSE,Remote,FALSE,FALSE,Gary Ross,FALSE
905,Demo Request,Dormakaba,Bree Barsanti,44860.67834,"Process Manager
","Customer requested demo at a Marketing event, I've asked for them to send through a process for us to map and personalise the demo","Customer requested demo at a Marketing event, I've asked for them to send through a process for us to map and personalise the demo",,FALSE,FALSE,Remote,FALSE,FALSE,Rabih Khatib,FALSE
904,Discovery & Qualification Assistance,Help Enterprises,Thomas Kohlenbach,44859.90642,"Process Manager
",,,,,,,FALSE,,Sarah Mainprize,
903,Proceed to Custom Demo,Office of the Public Guardian Queensland,Thomas Kohlenbach,44859.7128,Promapp,"-	OPG is in the midst of a case management system implementation. Change management for the new system is a key driver for improved outcome for clients.
-	The workforce is distributed across Queensland. This has amplified challenges in communicating process knowledge. 
-	Currently there is no formal and standardised approach to capturing processes, with many processes being held in various formats.
-	The primary objective for Kate and the team is to provide clarity around the way things are done to allow for standardisation and consistency which will lead to improved outcomes for clients and organisational efficiency.","DATE TBC 

-	Kate and team to have an internal meeting to collect feedback. 
-	Wider stakeholder demonstration to a wider stakeholder group within OPG. 
-	As part of this, Thomas would like to convert an OPG process into the solution to provide a more personalised perspective of the product.",SharePoint,FALSE,FALSE,Remote,FALSE,FALSE,Sarah Mainprize,FALSE
902,Demo Request,YMCA Western Australia,Thomas Kohlenbach,44858.9303,"Process Manager
","This has come through the partner, customer looking for an overall demo of Promapp's capabilities","This has come through the partner, customer looking for an overall demo of Promapp's capabilities",,FALSE,FALSE,Remote,TRUE,FALSE,Rabih Khatib,FALSE
901,Demo Request,Keith Andrews Trucks,Thomas Kohlenbach,44858.77519,"Process Manager
",Training Management Module Demo to justify upsell opp.,That it will manage Training requirments they may have inside AND OUTside of Promapp,,FALSE,FALSE,Remote,FALSE,FALSE,John Forsdick,FALSE
900,Demo Request,Top Energy,Thomas Kohlenbach,44858.51642,"Process Manager
",Old legacy version of Promapp and underpaying. Need to move up to new licensing by end of the year and would like full demo of up-to-date capabilities to justify this.,THat they will get more value out of updated version of Promapp to justify increase.,,FALSE,FALSE,Remote,FALSE,FALSE,John Forsdick,FALSE
899,Discovery & Qualification Assistance,Fight Food Waste,Chris Ben,44857.89816,"Automation Cloud
",,,,,,Remote,FALSE,,Rufus OBrien,
898,Demo Request,Greater Bank,Bree Barsanti,44857.74528,"Process Manager
","R & C demo requested. have performed a brief discovery and received a lot of interest. new promapp owner internally and she has discussed with other relevant stakeholders and they have all come back with a confirmed date of NOV 8 from 2-3 pm MELB TIME. 
Customer interesting in identifying and assessing risk. risk control and visibility.
cust advising Jan timeframe, however with aggressive pricing and successful demo will try to bring fwd to this Qtr.",a deeper understanding of the r&c value and seeing it live. specifically control.,,FALSE,TRUE,Remote,FALSE,FALSE,Bradley Davidson,FALSE
897,Discovery & Qualification Assistance,Department of Education,Thomas Kohlenbach,44856.84521,"Process Manager
",,,,,,Remote,FALSE,,Sam Gilmore,
896,Discovery & Qualification Assistance,Mater,Thomas Kohlenbach,44854.15612,"RPA
Automation Cloud
Process Manager
Process Discovery
",,,,,,Remote,FALSE,,Sarah Mainprize,
895,Discovery & Qualification Assistance,Leap Legal,Barry Cairns,44854.02806,"Automation Cloud
",,,,,,Remote,FALSE,,Alex Jones,
894,Discovery & Qualification Assistance,EcoLab,Thomas Kohlenbach,44853.85902,"Automation Cloud
Process Manager
",,,,,,Remote,TRUE,,Jesse Fallowfield,
893,Discovery & Qualification Assistance,TAL,Chris Ellis,44852.67775,"Automation Cloud
Process Manager
",,,,,,Remote,FALSE,,Jesse Fallowfield,
892,Demo Request,Xplor,Thomas Kohlenbach,44852.16059,"Process Manager
","Venus is the Global head of internal controls and has recently joined xplor, she has had exposure to promapp in the past and believes it is exactly what the org needs as there is no standardised approach to proecss mapping.  As xplor is a global org they need to be on the same page.","Promapp platform demo - demoing to the UK team alongside some people based in NZ.
We showed venus the promapp basics but need the big guns to get this over the line",,FALSE,FALSE,Remote,FALSE,FALSE,Max Howells,FALSE
891,Demo Request,Australian Broadcast Corporation - ABC,Barry Cairns,44851.71919,"Modernisation
Automation Cloud
","ABC are particularly interested in external forms and would like to see how NWC has improved in this space as well as the ability to connect with a broader set of systems via our connectors list. 

The one item in particular they have in mind is external forms. The use case they have is based on a form they currently send across to production companies to gather information about new shows the production companies are interested in releasing. 

In addition they have expressed an interested in our connector list which now features a lot more connectors than when they last viewed NWC about 3-4 years ago. They have a number of workflows which they feel could be moved to the cloud but wanted to understand where the key upgrades have been made along with further understanding the extensibility of our platform to talk to many of the business critical systems they currently use. 

Some of which include 

Microsoft 
SAP 
Nintex On Premise
O365",,See info above,FALSE,FALSE,Remote,FALSE,FALSE,Alex Jones,FALSE
890,Demo Request,"Department of Enterprise, Investment and Trade",Chris Ben,44850.69773,"Automation Cloud
","theyhave two key problem process on a legacy application Objective (custom ERP they have built for gov) -  following review we can confirm when we can present this back to the client.

Current workflow is very clunky, outdated, complex to maintain and edit and there is an inability to make changes at the moment as any attempt takes months and has a large price tag associated
• Objective team already has a huge backlog of work and no capacity to respond to the requirement you haves right now
• DEIT wants the ability to control your fate, make fast changes and variations to workflows when need with out delay or cost burden
• Change management is important and we need to minimise the change for end users where possible
• User friendly from end user perspective and also from a configuration and admin perspective is vital
• Re-use workflows and scale for certain scenarios is important
• Resources are a challenge – so a trusted platform that removes the dependency on more resources is valuable
• Governance and reporting on process is important and ability to connect to objective",,Objective - custom app - nede to get more intel from them,FALSE,FALSE,Remote,FALSE,FALSE,Jesse Fallowfield,FALSE
889,Demo Request,Macquarie Group,Chris Ellis,44850.6872,"Automation Cloud
","They had 40 PDF forms they want to digitise very quickly - Protiviti have identified the opp, client was looking at another tool however protiviti believe Nitnex is a much better option and we have a chance to demonstrate this. We have a strong stake holder and need from the client side and with Protiviti pushing belive this can close this Q",TBC - meeting set with the partner,,FALSE,FALSE,Remote,FALSE,FALSE,Jesse Fallowfield,FALSE
888,Discovery & Qualification Assistance,Hyundai,Thomas Kohlenbach,44850.63601,"Process Manager
",,,,,,Remote,FALSE,,Jesse Fallowfield,
887,Discovery & Qualification Assistance,Protiviti SG,Thomas Kohlenbach,44847.80756,"Process Manager
",,,,,,Remote,FALSE,,Evelyn Wah,
886,Discovery & Qualification Assistance,New Plymouth District Council,Barry Cairns,44847.80355,"Automation Cloud
",,,,,,Remote,FALSE,,John Forsdick,
885,Discovery & Qualification Assistance,Office of the Public Guardian Queensland,Thomas Kohlenbach,44847.70804,"Process Manager
",,,,,,Remote,FALSE,,Sarah Mainprize,
884,Demo Request,New Plymouth District Council,Barry Cairns,44847.66142,"Automation Cloud
","Looking at NWC for the Submissions Process- . Surveys going out to the community, processing survey results, sending responses/feedback to community respondents, sending internal and external formatted email communications.
Discovery call to be set up for week of 17th Oct - Waiting on response for suitable dates to get list of current systems and tools, however, would be keen to lock this demo date in first as requested by client.","•	High Level Functional Requirements – How much of the required functionality will be met?

•	Technology Standards – Does the platform meet our BTG standards and how will the platform support the Council over 3-5 years? This also includes the assessment of Vendor’s capabilities on how well will the vendor support the implementation and ongoing use of the system?",To Be Confirmed,TRUE,TRUE,Remote,FALSE,TRUE,John Forsdick,FALSE
883,Demo Request,Rio Tinto Renewables,Barry Cairns,44847.13076,"Automation Cloud
","Rio Tinto Renewables is a new business and is on a 30 Billion 30 year process to strice towards decarbonisation and renewable energy, they need to stand up the new business with all new technology and not taking any legacy IT infrastructure of Architecture from classic Rio, partner has shown value however has struggled to build out the below in our form solution as the repeating section is not wide enough","Required to have this field in Nintex Forms, however maintaining the table format or as close to as possible. Chris Ellis this is the one I was asking about if CSS could do it.",,TRUE,FALSE,,TRUE,FALSE,Raffaele Malvaso,FALSE
882,Discovery & Qualification Assistance,Bower House Digital,Chris Ellis,44845.73671,"Automation Cloud
",,,,,,Remote,FALSE,,Rufus OBrien,
881,Discovery & Qualification Assistance,Lumi,Thomas Kohlenbach,44845.6275,"Process Manager
",,,,,,Remote,FALSE,,Jesse Fallowfield,
880,Proceed to Custom Demo,Keith Andrew Trucks,Chris Ben,44845.55162,Salesforce,"Both Salesforce and SharePoint integration.

Use case discussed was a HR onboarding session.
Salesforce is a Conga compete so could also run a more detailed deep dive demo for them of that.  Their Salesforce integration partner has recommended Conga.","Uni Demo for HR onboarding
Would be worthwhile to run a Drawloop demo too","Salesforce, SharePoint Online",FALSE,FALSE,Remote,FALSE,FALSE,John Forsdick,FALSE
879,Discovery & Qualification Assistance,Keith Andrew Trucks,Chris Ben,44844.80664,"Automation Cloud
",,,,,,Remote,FALSE,,John Forsdick,
878,Discovery & Qualification Assistance,University of Technology Sydney,Thomas Kohlenbach,44844.73332,"Process Manager
","looking to do a demo for the risk module of ProMapp
** would ideally love to have Thomas present this. the meeting is in person, in SYD",understand the value of the platform and how it will effectively integrate into their process,,FALSE,FALSE,Remote,FALSE,FALSE,Michael Demianyk,FALSE
877,Discovery & Qualification Assistance,BUMA,Bree Barsanti,44844.69878,"Process Manager
",My good friend Barry Monteret who has used Nintex multiple times has requested we come onsite to run a demo for his GM. Opp is beng created by Jason and we will share once it is ready.,Promapp demo - more info on the way.,TBC,FALSE,FALSE,In Person,FALSE,FALSE,Sarah Mainprize,FALSE
876,Discovery & Qualification Assistance,Indonesia Infrastructure Finance,Ranjit Ramachandran,44844.06753,"RPA
",,,,,,Remote,FALSE,,Eddy Lee,
875,Discovery & Qualification Assistance,Fire & Rescue NSW,Barry Cairns,44844.00581,"Automation Cloud
Process Manager
",,,,,,Remote,FALSE,,Jesse Fallowfield,
874,Discovery & Qualification Assistance,Sime Darby Industrial,Chris Ellis,44839.73091,"Automation Cloud
",,,,,,Remote,FALSE,,Sam Gilmore,
873,Discovery & Qualification Assistance,CQU,Chris Ellis,44839.7294,"Automation Cloud
Process Manager
",,,,,,Remote,FALSE,,Sam Gilmore,
872,Demo Request,Wise Employment,Barry Cairns,44839.72682,"RPA
Process Discovery
","Kryon Use Case: TUNNEL Payment run process
 

•	Please see processes for our Finance Payment Run which takes 1 day per week (3 people) to achieve - Uses up resources they want to allocate to other projects.

•	The process includes 20 steps, 6 of these steps have attached 5 work instructions

•	The work instructions are in Microsoft Word documents with an additional steps and screen shots from the systems/programs that are used during the payment run process

Link for video of the process - https://au.promapp.com/wiseemployment/Documents/Minimode/Permalink?crypto=DZD6jrv2dzyox24v8L0zYA",Looking to identify ways in which they can use PD and RPA to act as a means of creating more efficient processes within their business to help them allocate resource for other projects,"Systems that this particular process interacts with.

•	TUNNEL 
•	SmartConnect
•	WISE Connect
•	WISE Insights
•	GP
•	Excel
•	Commbiz 
•	Outlook",FALSE,FALSE,Remote,FALSE,FALSE,Alex Jones,FALSE
871,Discovery & Qualification Assistance,Insular Philippines,Ranjit Ramachandran,44839.08535,"Automation Cloud
",,,,,,In Person,FALSE,,Evelyn Wah,
870,Discovery & Qualification Assistance,Ricoh Malaysia,Ranjit Ramachandran,44839.08476,"RPA
Automation Cloud
Process Manager
Process Discovery
",,,,,,In Person,FALSE,,Evelyn Wah,
869,Discovery & Qualification Assistance,Orenda Kuantum,Ranjit Ramachandran,44839.08429,"RPA
Automation Cloud
Process Manager
Process Discovery
",,,,,,In Person,FALSE,,Evelyn Wah,
868,Discovery & Qualification Assistance,Petronas,Ranjit Ramachandran,44839.08343,"RPA
Automation Cloud
Process Manager
",,,,,,In Person,FALSE,,Evelyn Wah,
867,Demo Request,Kapal Api Global,Ranjit Ramachandran,44838.8534,Automation On-Prem,The customer is using K2 and wanted to use a digital (e-sign) platform.,Assure Sign must integrate with K2.,,TRUE,TRUE,Remote,TRUE,FALSE,Eddy Lee,FALSE
